smiles,expt,calc,atoms,bonds,charges
c1ccc(cc1)C(F)(F)F,-0.25,-0.57,"ca,ca,ca,ca,ca,ca,c3,f,f,f,ha,ha,ha,ha,ha","1-2,1-6,1-11,2-3,2-12,3-4,3-13,4-5,4-7,5-6,5-14,6-15,7-8,7-9,7-10","-0.100000,-0.134000,-0.081000,-0.168300,-0.081000,-0.134000,0.687201,-0.237967,-0.237967,-0.237967,0.139000,0.142000,0.151000,0.151000,0.142000"
NN,-9.3,-6.508,"n8,n8,hn,hn,hn,hn","1-2,1-3,1-4,2-5,2-6","-0.689600,-0.689600,0.344800,0.344800,0.344800,0.344800"
Cc1ccccn1,-4.63,-3.501,"c3,ca,ca,ca,ca,ca,nb,hc,hc,hc,ha,ha,ha,h4","1-2,1-8,1-9,1-10,2-3,2-7,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14","-0.149400,0.411600,-0.249300,-0.090000,-0.253300,0.400200,-0.667000,0.052700,0.052700,0.052700,0.141000,0.136000,0.142000,0.020100"
CCNc1nc(nc(n1)Cl)NCC,-10.22,-10.914,"c3,c3,nu,ca,nb,ca,nb,ca,nb,cl,nu,c3,c3,hc,hc,hc,h1,h1,hn,hn,h1,h1,hc,hc,hc","1-2,1-14,1-15,1-16,2-3,2-17,2-18,3-4,3-19,4-5,4-9,5-6,6-7,6-11,7-8,8-9,8-10,11-12,11-20,12-13,12-21,12-22,13-23,13-24,13-25","-0.130100,0.200800,-0.820900,0.918400,-0.823000,0.918400,-0.803000,0.803000,-0.803000,-0.113000,-0.820900,0.200800,-0.130100,0.045700,0.045700,0.045700,0.064700,0.064700,0.434800,0.434800,0.064700,0.064700,0.045700,0.045700,0.045700"
c1ccc2c(c1)Oc3cc(c(cc3O2)Cl)Cl,-3.56,-3.59,"ca,ca,ca,ca,ca,ca,os,ca,ca,ca,ca,ca,ca,os,cl,cl,ha,ha,ha,ha,ha,ha","1-2,1-6,1-17,2-3,2-18,3-4,3-19,4-5,4-14,5-6,5-7,6-20,7-8,8-9,8-13,9-10,9-21,10-11,10-16,11-12,11-15,12-13,12-22,13-14","-0.125000,-0.125000,-0.178300,0.209700,0.209700,-0.178300,-0.386800,0.222700,-0.174300,0.018400,0.018400,-0.174300,0.222700,-0.386800,-0.058400,-0.058400,0.142000,0.142000,0.157000,0.157000,0.173000,0.173000"
CCCCCCCCN,-3.65,-2.589,"c3,c3,c3,c3,c3,c3,c3,c3,n8,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,h1,hn,hn","1-2,1-10,1-11,1-12,2-3,2-13,2-14,3-4,3-15,3-16,4-5,4-17,4-18,5-6,5-19,5-20,6-7,6-21,6-22,7-8,7-23,7-24,8-9,8-25,8-26,9-27,9-28","-0.092100,-0.079400,-0.078400,-0.078400,-0.080400,-0.080400,-0.084400,0.158800,-0.917801,0.032367,0.032367,0.032367,0.038200,0.038200,0.039200,0.039200,0.040200,0.040200,0.039200,0.039200,0.038700,0.038700,0.050200,0.050200,0.024700,0.024700,0.347300,0.347300"
N,-4.29,-4.018,"n9,hn,hn,hn","1-2,1-3,1-4","-1.010400,0.336800,0.336800,0.336800"
c1ccc(c(c1)C(F)(F)F)C(F)(F)F,1.07,-1.441,"ca,ca,ca,ca,ca,ca,c3,f,f,f,c3,f,f,f,ha,ha,ha,ha","1-2,1-6,1-15,2-3,2-16,3-4,3-17,4-5,4-11,5-6,5-7,6-18,7-8,7-9,7-10,11-12,11-13,11-14","-0.106000,-0.106000,-0.093000,-0.118300,-0.118300,-0.093000,0.686201,-0.226967,-0.226967,-0.226967,0.686201,-0.226967,-0.226967,-0.226967,0.150000,0.150000,0.162000,0.162000"
COC(=O)c1ccc(cc1)O,-9.51,-9.785,"c3,os,c,o,ca,ca,ca,ca,ca,ca,oh,h1,h1,h1,ha,ha,ha,ha,ho","1-2,1-12,1-13,1-14,2-3,3-4,3-5,5-6,5-10,6-7,6-15,7-8,7-16,8-9,8-11,9-10,9-17,10-18,11-19","0.128700,-0.442900,0.647699,-0.547000,-0.173600,-0.033500,-0.205000,0.159100,-0.205000,-0.033500,-0.490100,0.051367,0.051367,0.051367,0.159000,0.149000,0.149000,0.159000,0.425000"
CCCCCc1ccccc1,-0.23,-0.094,"c3,c3,c3,c3,c3,ca,ca,ca,ca,ca,ca,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,ha,ha,ha,ha,ha","1-2,1-12,1-13,1-14,2-3,2-15,2-16,3-4,3-17,3-18,4-5,4-19,4-20,5-6,5-21,5-22,6-7,6-11,7-8,7-23,8-9,8-24,9-10,9-25,10-11,10-26,11-27","-0.092100,-0.079400,-0.081400,-0.073400,-0.038100,-0.075300,-0.129000,-0.128000,-0.135001,-0.128000,-0.129000,0.032367,0.032367,0.032367,0.037200,0.037200,0.043700,0.043700,0.041700,0.041700,0.047700,0.047700,0.130500,0.130000,0.130000,0.130000,0.130500"
CC(F)F,-0.11,0.226,"c3,c3,f,f,hc,hc,hc,h2","1-2,1-5,1-6,1-7,2-3,2-4,2-8","-0.152100,0.399899,-0.249300,-0.249300,0.063367,0.063367,0.063367,0.060700"
c1ccc(cc1)n2c(=O)c(c(cn2)N)Cl,-16.43,-16.039,"ca,ca,ca,ca,ca,ca,n,c,o,cc,cd,cd,nc,nv,cl,ha,ha,ha,ha,ha,h4,hn,hn","1-2,1-6,1-16,2-3,2-17,3-4,3-18,4-5,4-7,5-6,5-19,6-20,7-8,7-13,8-9,8-10,10-11,10-15,11-12,11-14,12-13,12-21,14-22,14-23","-0.127000,-0.126000,-0.111000,0.052600,-0.111000,-0.126000,-0.124000,0.706700,-0.592500,-0.212800,0.136400,0.297500,-0.385300,-0.844600,-0.062400,0.134000,0.136500,0.151000,0.151000,0.136500,0.050800,0.434800,0.434800"
C=CC=C,0.56,1.955,"c2,ce,ce,c2,ha,ha,ha,ha,ha,ha","1-2,1-5,1-6,2-3,2-7,3-4,3-8,4-9,4-10","-0.209000,-0.137000,-0.137000,-0.209000,0.112500,0.112500,0.121000,0.121000,0.112500,0.112500"
CN(C)C,-3.2,-2.636,"c3,n3,c3,c3,h1,h1,h1,h1,h1,h1,h1,h1,h1","1-2,1-5,1-6,1-7,2-3,2-4,3-8,3-9,3-10,4-11,4-12,4-13","0.157100,-0.738600,0.157100,0.157100,0.029700,0.029700,0.029700,0.029700,0.029700,0.029700,0.029700,0.029700,0.029700"
CCCCCC(=O)N,-9.31,-8.103,"c3,c3,c3,c3,c3,c,o,nt,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hn,hn","1-2,1-9,1-10,1-11,2-3,2-12,2-13,3-4,3-14,3-15,4-5,4-16,4-17,5-6,5-18,5-19,6-7,6-8,8-20,8-21","-0.093100,-0.081400,-0.082400,-0.076400,-0.149400,0.656100,-0.617100,-0.677001,0.034367,0.034367,0.034367,0.036700,0.036700,0.042200,0.042200,0.056200,0.056200,0.064700,0.064700,0.309000,0.309000"
CC(C)CO[N+](=O)[O-],-1.88,-1.835,"c3,c3,c3,c3,os,no,o,o,hc,hc,hc,hc,hc,hc,hc,h1,h1","1-2,1-9,1-10,1-11,2-3,2-4,2-12,3-13,3-14,3-15,4-5,4-16,4-17,5-6,6-7,6-8","-0.097100,-0.096700,-0.097100,0.130400,-0.348000,0.373202,-0.185000,-0.185000,0.043533,0.043533,0.043533,0.070700,0.043533,0.043533,0.043533,0.086700,0.086700"
c1ccc2c(c1)C(=O)c3cccc(c3C2=O)NCCO,-14.21,-13.599,"ca,ca,ca,ca,ca,ca,c,o,ca,ca,ca,ca,ca,ca,c,o,nu,c3,c3,oh,ha,ha,ha,ha,ha,ha,ha,hn,h1,h1,h1,h1,ho","1-2,1-6,1-21,2-3,2-22,3-4,3-23,4-5,4-15,5-6,5-7,6-24,7-8,7-9,9-10,9-14,10-11,10-25,11-12,11-26,12-13,12-27,13-14,13-17,14-15,15-16,17-18,17-28,18-19,18-29,18-30,19-20,19-31,19-32,20-33","-0.116000,-0.117000,-0.085000,-0.129600,-0.128600,-0.085000,0.582300,-0.519100,-0.098600,-0.120000,-0.087000,-0.156000,0.191600,-0.202600,0.606300,-0.571100,-0.721600,0.145800,0.097400,-0.602800,0.142000,0.142000,0.158000,0.159000,0.161000,0.142000,0.145000,0.416800,0.065200,0.065200,0.050700,0.050700,0.419000"
C(CO[N+](=O)[O-])O,-8.18,-6.676,"c3,c3,os,no,o,o,oh,h1,h1,h1,h1,ho","1-2,1-7,1-8,1-9,2-3,2-10,2-11,3-4,4-5,4-6,7-12","0.099400,0.085400,-0.354000,0.372200,-0.178500,-0.178500,-0.588800,0.069200,0.069200,0.097700,0.097700,0.409000"
CCCCCCC(=O)C,-2.88,-2.758,"c3,c3,c3,c3,c3,c3,c,o,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-10,1-11,1-12,2-3,2-13,2-14,3-4,3-15,3-16,4-5,4-17,4-18,5-6,5-19,5-20,6-7,6-21,6-22,7-8,7-9,9-23,9-24,9-25","-0.093100,-0.079400,-0.078400,-0.081400,-0.073400,-0.182400,0.566100,-0.534100,-0.203100,0.033033,0.033033,0.033033,0.038700,0.038700,0.037700,0.037700,0.042200,0.042200,0.054200,0.054200,0.062200,0.062200,0.063367,0.063367,0.063367"
CN1CCNCC1,-7.77,-8.173,"c3,n3,c6,c6,n7,c6,c6,h1,h1,h1,h1,h1,h1,h1,hn,h1,h1,h1,h1","1-2,1-8,1-9,1-10,2-3,2-7,3-4,3-11,3-12,4-5,4-13,4-14,5-6,5-15,6-7,6-16,6-17,7-18,7-19","0.158100,-0.731600,0.131800,0.149800,-0.796199,0.149800,0.131800,0.032033,0.032033,0.032033,0.032200,0.032200,0.058700,0.058700,0.346800,0.058700,0.058700,0.032200,0.032200"
CCN,-4.5,-3.156,"c3,c3,n8,hc,hc,hc,h1,h1,hn,hn","1-2,1-4,1-5,1-6,2-3,2-7,2-8,3-9,3-10","-0.097100,0.158800,-0.917800,0.038700,0.038700,0.038700,0.022200,0.022200,0.347800,0.347800"
C1C=CC=CC=C1,-0.99,-0.098,"c3,c2,ce,ce,cf,cf,c2,hc,hc,ha,ha,ha,ha,ha,ha","1-2,1-7,1-8,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-15","-0.017000,-0.144200,-0.141000,-0.125000,-0.125000,-0.141000,-0.144200,0.051700,0.051700,0.121000,0.124000,0.122000,0.122000,0.124000,0.121000"
c1ccc2c(c1)Cc3ccccc3C2,-3.78,-4.304,"ca,ca,ca,ca,ca,ca,c6,ca,ca,ca,ca,ca,ca,c6,ha,ha,ha,ha,hc,hc,ha,ha,ha,ha,hc,hc","1-2,1-6,1-15,2-3,2-16,3-4,3-17,4-5,4-14,5-6,5-7,6-18,7-8,7-19,7-20,8-9,8-13,9-10,9-21,10-11,10-22,11-12,11-23,12-13,12-24,13-14,14-25,14-26","-0.130000,-0.130000,-0.127000,-0.069300,-0.069300,-0.127000,0.008200,-0.069300,-0.127000,-0.130000,-0.130000,-0.127000,-0.069300,0.008200,0.131500,0.131500,0.130000,0.130000,0.060700,0.060700,0.130000,0.131500,0.131500,0.130000,0.060700,0.060700"
CC(Cl)Cl,-0.84,0.187,"c3,c3,cl,cl,hc,hc,hc,h2","1-2,1-5,1-6,1-7,2-3,2-4,2-8","-0.112100,0.155100,-0.160900,-0.160900,0.062033,0.062033,0.062033,0.092700"
COc1cccc(c1)O,-7.66,-6.969,"c3,os,ca,ca,ca,ca,ca,ca,oh,h1,h1,h1,ha,ha,ha,ha,ho","1-2,1-10,1-11,1-12,2-3,3-4,3-8,4-5,4-13,5-6,5-14,6-7,6-15,7-8,7-9,8-16,9-17","0.113700,-0.324900,0.161100,-0.191000,-0.067000,-0.192000,0.157100,-0.289000,-0.496101,0.044367,0.044367,0.044367,0.151000,0.137000,0.151000,0.138000,0.418000"
c1cc2cccc3c2c(c1)CC3,-3.15,-4.198,"ca,ca,ca,ca,ca,ca,ca,ca,ca,ca,c5,c5,ha,ha,ha,ha,ha,ha,hc,hc,hc,hc","1-2,1-10,1-13,2-3,2-14,3-4,3-8,4-5,4-15,5-6,5-16,6-7,6-17,7-8,7-12,8-9,9-10,9-11,10-18,11-12,11-19,11-20,12-21,12-22","-0.123000,-0.120000,-0.022000,-0.120000,-0.123000,-0.121000,-0.070300,-0.063000,-0.070300,-0.121000,-0.033100,-0.033100,0.129000,0.132000,0.132000,0.129000,0.133500,0.133500,0.057700,0.057700,0.057700,0.057700"
CCCCCCCCBr,0.52,1.352,"c3,c3,c3,c3,c3,c3,c3,c3,br,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,h1","1-2,1-10,1-11,1-12,2-3,2-13,2-14,3-4,3-15,3-16,4-5,4-17,4-18,5-6,5-19,5-20,6-7,6-21,6-22,7-8,7-23,7-24,8-9,8-25,8-26","-0.092100,-0.080400,-0.078400,-0.079400,-0.079400,-0.084400,-0.078400,-0.007000,-0.183400,0.032700,0.032700,0.032700,0.039200,0.039200,0.039200,0.039200,0.039200,0.039200,0.040200,0.040200,0.049700,0.049700,0.053200,0.053200,0.071700,0.071700"
c1ccc(cc1)CO,-6.62,-5.133,"ca,ca,ca,ca,ca,ca,c3,oh,ha,ha,ha,ha,ha,h1,h1,ho","1-2,1-6,1-9,2-3,2-10,3-4,3-11,4-5,4-7,5-6,5-12,6-13,7-8,7-14,7-15,8-16","-0.127000,-0.129000,-0.121000,-0.131300,-0.121000,-0.129000,0.172700,-0.595800,0.132000,0.132500,0.137500,0.137500,0.132500,0.054200,0.054200,0.401000"
c1c(c(=O)[nH]c(=O)[nH]1)Br,-18.17,-17.298,"cc,cd,c,o,ns,c,o,ns,br,h4,hn,hn","1-2,1-8,1-10,2-3,2-9,3-4,3-5,5-6,5-11,6-7,6-8,8-12","0.081600,-0.247500,0.729700,-0.581500,-0.583500,0.804500,-0.626500,-0.466100,-0.003700,0.175000,0.358500,0.359500"
CCCC,2.1,2.588,"c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-5,1-6,1-7,2-3,2-8,2-9,3-4,3-10,3-11,4-12,4-13,4-14","-0.092101,-0.079400,-0.079400,-0.092101,0.032367,0.032367,0.032367,0.037200,0.037200,0.037200,0.037200,0.032367,0.032367,0.032367"
CCl,-0.55,0.764,"c3,cl,h1,h1,h1","1-2,1-3,1-4,1-5","0.014300,-0.190400,0.058700,0.058700,0.058700"
CC(C)CBr,-0.03,0.756,"c3,c3,c3,c3,br,hc,hc,hc,hc,hc,hc,hc,h1,h1","1-2,1-6,1-7,1-8,2-3,2-4,2-9,3-10,3-11,3-12,4-5,4-13,4-14","-0.094600,-0.066700,-0.094600,-0.006000,-0.181402,0.039367,0.039367,0.039367,0.062700,0.039367,0.039367,0.039367,0.072200,0.072200"
CC(C)SC(C)C,-1.21,0.14,"c3,c3,c3,ss,c3,c3,c3,hc,hc,hc,h1,hc,hc,hc,h1,hc,hc,hc,hc,hc,hc","1-2,1-8,1-9,1-10,2-3,2-4,2-11,3-12,3-13,3-14,4-5,5-6,5-7,5-15,6-16,6-17,6-18,7-19,7-20,7-21","-0.092100,0.023400,-0.092100,-0.346200,0.023400,-0.092100,-0.092100,0.041700,0.041700,0.041700,0.083700,0.041700,0.041700,0.041700,0.083700,0.041700,0.041700,0.041700,0.041700,0.041700,0.041700"
CCCCCCC,2.67,2.925,"c3,c3,c3,c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-8,1-9,1-10,2-3,2-11,2-12,3-4,3-13,3-14,4-5,4-15,4-16,5-6,5-17,5-18,6-7,6-19,6-20,7-21,7-22,7-23","-0.091599,-0.079400,-0.078400,-0.078400,-0.078400,-0.079400,-0.091599,0.032033,0.032033,0.032033,0.037700,0.037700,0.038700,0.038700,0.039700,0.039700,0.038700,0.038700,0.037700,0.037700,0.032033,0.032033,0.032033"
c1cnc[nH]1,-9.63,-7.972,"cc,cd,nd,cc,na,h4,h4,h5,hn","1-2,1-5,1-6,2-3,2-7,3-4,4-5,4-8,5-9","-0.261600,0.291200,-0.668000,0.382400,-0.321900,0.176000,0.042100,0.060100,0.299700"
c1cc2c(cc1Cl)Oc3cc(c(c(c3O2)Cl)Cl)Cl,-3.84,-2.66,"ca,ca,ca,ca,ca,ca,cl,os,ca,ca,ca,ca,ca,ca,os,cl,cl,cl,ha,ha,ha,ha","1-2,1-6,1-19,2-3,2-20,3-4,3-15,4-5,4-8,5-6,5-21,6-7,8-9,9-10,9-14,10-11,10-22,11-12,11-18,12-13,12-17,13-14,13-16,14-15","-0.119000,-0.168300,0.210700,0.217700,-0.174300,0.019400,-0.076400,-0.384800,0.229700,-0.173300,0.025400,0.014400,-0.034900,0.225700,-0.373800,-0.026400,-0.034400,-0.049400,0.158000,0.165000,0.172000,0.177000"
CC[C@H](C)n1c(=O)c(c([nH]c1=O)C)Br,-9.73,-14.496,"c3,c3,c3,c3,n,c,o,cc,cd,ns,c,o,c3,br,hc,hc,hc,hc,hc,h1,hc,hc,hc,hn,hc,hc,hc","1-2,1-15,1-16,1-17,2-3,2-18,2-19,3-4,3-5,3-20,4-21,4-22,4-23,5-6,5-11,6-7,6-8,8-9,8-14,9-10,9-13,10-11,10-24,11-12,13-25,13-26,13-27","-0.093100,-0.095400,0.111700,-0.111100,-0.481400,0.730700,-0.590500,-0.256500,0.138400,-0.467100,0.806500,-0.637500,-0.085900,-0.014700,0.036367,0.036367,0.036367,0.060200,0.060200,0.087700,0.051033,0.051033,0.051033,0.354500,0.073700,0.073700,0.073700"
C(I)I,-2.49,-1.882,"c3,i,i,h2,h2","1-2,1-3,1-4,1-5","0.153400,-0.179400,-0.179400,0.102700,0.102700"
CCCN(CCC)C(=O)SCCC,-4.13,-4.569,"c3,c3,c3,n,c3,c3,c3,c,o,ss,c3,c3,c3,hc,hc,hc,hc,hc,h1,h1,h1,h1,hc,hc,hc,hc,hc,h1,h1,hc,hc,hc,hc,hc","1-2,1-14,1-15,1-16,2-3,2-17,2-18,3-4,3-19,3-20,4-5,4-8,5-6,5-21,5-22,6-7,6-23,6-24,7-25,7-26,7-27,8-9,8-10,10-11,11-12,11-28,11-29,12-13,12-30,12-31,13-32,13-33,13-34","-0.094600,-0.096400,0.090500,-0.456800,0.090500,-0.096400,-0.094600,0.688701,-0.610100,-0.275700,-0.007300,-0.074400,-0.097100,0.039033,0.039033,0.039033,0.043200,0.043200,0.058700,0.058700,0.058700,0.058700,0.043200,0.043200,0.039033,0.039033,0.039033,0.087700,0.087700,0.047700,0.047700,0.040367,0.040367,0.040367"
C[N+](=O)[O-],-4.02,-2.075,"c3,no,o,o,h1,h1,h1","1-2,1-5,1-6,1-7,2-3,2-4","-0.102400,0.233300,-0.209000,-0.209000,0.095700,0.095700,0.095700"
CCOC,-2.1,-0.71,"c3,c3,os,c3,hc,hc,hc,h1,h1,h1,h1,h1","1-2,1-5,1-6,1-7,2-3,2-8,2-9,3-4,4-10,4-11,4-12","-0.129100,0.125400,-0.421602,0.114700,0.042367,0.042367,0.042367,0.044700,0.044700,0.031367,0.031367,0.031367"
COC(CCl)(OC)OC,-4.59,-3.638,"c3,os,c3,c3,cl,os,c3,os,c3,h1,h1,h1,h1,h1,h1,h1,h1,h1,h1,h1","1-2,1-10,1-11,1-12,2-3,3-4,3-6,3-8,4-5,4-13,4-14,6-7,7-15,7-16,7-17,8-9,9-18,9-19,9-20","0.134033,-0.450933,0.525399,0.017000,-0.165400,-0.450933,0.134033,-0.450933,0.134033,0.043589,0.043589,0.043589,0.090700,0.090700,0.043589,0.043589,0.043589,0.043589,0.043589,0.043589"
CC(C)C,2.3,2.535,"c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-5,1-6,1-7,2-3,2-4,2-8,3-9,3-10,3-11,4-12,4-13,4-14","-0.090766,-0.069700,-0.090766,-0.090766,0.033033,0.033033,0.033033,0.044700,0.033033,0.033033,0.033033,0.033033,0.033033,0.033033"
CC(C)CC(=O)O,-6.09,-8.844,"c3,c3,c3,c3,c,o,oh,hc,hc,hc,hc,hc,hc,hc,hc,hc,ho","1-2,1-8,1-9,1-10,2-3,2-4,2-11,3-12,3-13,3-14,4-5,4-15,4-16,5-6,5-7,7-17","-0.093600,-0.066700,-0.093600,-0.125400,0.635100,-0.552000,-0.612100,0.038700,0.038700,0.038700,0.072700,0.038700,0.038700,0.038700,0.080200,0.080200,0.443000"
CCOP(=O)(OCC)O/C(=C/Cl)/c1ccc(cc1Cl)Cl,-7.07,-9.029,"c3,c3,os,p5,o,os,c3,c3,os,ce,c2,cl,ca,ca,ca,ca,ca,ca,cl,cl,hc,hc,hc,h1,h1,h1,h1,hc,hc,hc,h4,ha,ha,ha","1-2,1-21,1-22,1-23,2-3,2-24,2-25,3-4,4-5,4-6,4-9,6-7,7-8,7-26,7-27,8-28,8-29,8-30,9-10,10-11,10-13,11-12,11-31,13-14,13-18,14-15,14-32,15-16,15-33,16-17,16-20,17-18,17-34,18-19","-0.120600,0.175400,-0.575200,1.629498,-0.797300,-0.575200,0.175400,-0.120600,-0.493500,0.172900,-0.092600,-0.073400,-0.092800,-0.077000,-0.131000,0.039400,-0.136000,0.061400,-0.071400,-0.082400,0.048867,0.048867,0.048867,0.056950,0.056950,0.056950,0.056950,0.048867,0.048867,0.048867,0.166000,0.178000,0.157000,0.163000"
CCCCl,-0.33,0.973,"c3,c3,c3,cl,hc,hc,hc,hc,hc,h1,h1","1-2,1-5,1-6,1-7,2-3,2-8,2-9,3-4,3-10,3-11","-0.097100,-0.089400,0.039000,-0.203400,0.039700,0.039700,0.039700,0.052700,0.052700,0.063200,0.063200"
CCCSCCC,-1.28,0.64,"c3,c3,c3,ss,c3,c3,c3,hc,hc,hc,hc,hc,h1,h1,h1,h1,hc,hc,hc,hc,hc","1-2,1-8,1-9,1-10,2-3,2-11,2-12,3-4,3-13,3-14,4-5,5-6,5-15,5-16,6-7,6-17,6-18,7-19,7-20,7-21","-0.097100,-0.077400,-0.010300,-0.320202,-0.010300,-0.077400,-0.097100,0.035367,0.035367,0.035367,0.049200,0.049200,0.070200,0.070200,0.070200,0.070200,0.049200,0.049200,0.035367,0.035367,0.035367"
CCC[C@H](CC)O,-4.06,-2.585,"c3,c3,c3,c3,c3,c3,oh,hc,hc,hc,hc,hc,hc,hc,h1,hc,hc,hc,hc,hc,ho","1-2,1-8,1-9,1-10,2-3,2-11,2-12,3-4,3-13,3-14,4-5,4-7,4-15,5-6,5-16,5-17,6-18,6-19,6-20,7-21","-0.095100,-0.076400,-0.113400,0.136100,-0.111400,-0.093100,-0.599799,0.033700,0.033700,0.033700,0.042200,0.042200,0.047200,0.047200,0.077700,0.043700,0.043700,0.038033,0.038033,0.038033,0.394000"
CC#N,-3.88,-2.789,"c3,c1,n1,hc,hc,hc","1-2,1-4,1-5,1-6,2-3","-0.045000,0.208700,-0.375800,0.070700,0.070700,0.070700"
CN(CC(F)(F)F)c1ccccc1,-1.92,-3.964,"c3,nh,c3,c3,f,f,f,ca,ca,ca,ca,ca,ca,h1,h1,h1,h1,h1,ha,ha,ha,ha,ha","1-2,1-14,1-15,1-16,2-3,2-8,3-4,3-17,3-18,4-5,4-6,4-7,8-9,8-13,9-10,9-19,10-11,10-20,11-12,11-21,12-13,12-22,13-23","0.188100,-0.672001,0.184800,0.600900,-0.239633,-0.239633,-0.239633,0.144600,-0.169000,-0.103500,-0.154000,-0.103500,-0.169000,0.044700,0.044700,0.044700,0.079700,0.079700,0.139000,0.133000,0.134000,0.133000,0.139000"
[C@@H](C(F)(F)F)(OC(F)F)Cl,0.1,-1.156,"c3,c3,f,f,f,os,c3,f,f,cl,h2,h3","1-2,1-6,1-10,1-11,2-3,2-4,2-5,6-7,7-8,7-9,7-12","0.203500,0.634899,-0.219633,-0.219633,-0.219633,-0.438600,0.591700,-0.238800,-0.238800,-0.117400,0.117700,0.144700"
C=CCCC=C,1.01,2.487,"c2,c2,c3,c3,c2,c2,ha,ha,ha,hc,hc,hc,hc,ha,ha,ha","1-2,1-7,1-8,2-3,2-9,3-4,3-10,3-11,4-5,4-12,4-13,5-6,5-14,6-15,6-16","-0.224000,-0.165200,-0.049200,-0.049200,-0.165200,-0.224000,0.110500,0.110500,0.119000,0.049200,0.049200,0.049200,0.049200,0.119000,0.110500,0.110500"
Cc1cccc(c1)C,-0.83,-0.697,"c3,ca,ca,ca,ca,ca,ca,c3,hc,hc,hc,ha,ha,ha,ha,hc,hc,hc","1-2,1-9,1-10,1-11,2-3,2-7,3-4,3-12,4-5,4-13,5-6,5-14,6-7,6-8,7-15,8-16,8-17,8-18","-0.053800,-0.074300,-0.134999,-0.123000,-0.134999,-0.074300,-0.131000,-0.053800,0.043533,0.043533,0.043533,0.130000,0.129000,0.130000,0.130000,0.043533,0.043533,0.043533"
CC(=O)OC,-3.13,-3.83,"c3,c,o,os,c3,hc,hc,hc,h1,h1,h1","1-2,1-6,1-7,1-8,2-3,2-4,4-5,5-9,5-10,5-11","-0.150100,0.631099,-0.541000,-0.444900,0.126700,0.075700,0.075700,0.075700,0.050367,0.050367,0.050367"
COC(c1ccccc1)(OC)OC,-4.04,-5.559,"c3,os,c3,ca,ca,ca,ca,ca,ca,os,c3,os,c3,h1,h1,h1,ha,ha,ha,ha,ha,h1,h1,h1,h1,h1,h1","1-2,1-14,1-15,1-16,2-3,3-4,3-10,3-12,4-5,4-9,5-6,5-17,6-7,6-18,7-8,7-19,8-9,8-20,9-21,10-11,11-22,11-23,11-24,12-13,13-25,13-26,13-27","0.131700,-0.447267,0.574702,-0.119300,-0.094500,-0.140500,-0.115000,-0.140500,-0.094500,-0.447267,0.131700,-0.447267,0.131700,0.041811,0.041811,0.041811,0.149000,0.134500,0.133000,0.134500,0.149000,0.041811,0.041811,0.041811,0.041811,0.041811,0.041811"
CCOC(=O)c1ccccc1,-3.64,-4.597,"c3,c3,os,c,o,ca,ca,ca,ca,ca,ca,hc,hc,hc,h1,h1,ha,ha,ha,ha,ha","1-2,1-12,1-13,1-14,2-3,2-15,2-16,3-4,4-5,4-6,6-7,6-11,7-8,7-17,8-9,8-18,9-10,9-19,10-11,10-20,11-21","-0.127100,0.140400,-0.441900,0.647700,-0.547000,-0.135600,-0.071500,-0.148000,-0.097000,-0.148000,-0.071500,0.049700,0.049700,0.049700,0.062700,0.062700,0.156000,0.138500,0.136000,0.138500,0.156000"
CCCS,-1.1,-0.182,"c3,c3,c3,sh,hc,hc,hc,hc,hc,h1,h1,hs","1-2,1-5,1-6,1-7,2-3,2-8,2-9,3-4,3-10,3-11,4-12","-0.099100,-0.086400,0.007700,-0.382899,0.036033,0.036033,0.036033,0.053700,0.053700,0.072200,0.072200,0.200800"
CCCCCC(=O)C,-3.04,-2.945,"c3,c3,c3,c3,c3,c,o,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-9,1-10,1-11,2-3,2-12,2-13,3-4,3-14,3-15,4-5,4-16,4-17,5-6,5-18,5-19,6-7,6-8,8-20,8-21,8-22","-0.093100,-0.080400,-0.080400,-0.073400,-0.182400,0.565099,-0.534100,-0.203100,0.033700,0.033700,0.033700,0.037200,0.037200,0.041700,0.041700,0.054200,0.054200,0.062200,0.062200,0.063367,0.063367,0.063367"
